,market,sma10,sma10_static,absolute12,absolute12_static
1983-07-31,-0.03328060362,-0.03328060362,-0.02320840951,-0.03328060362,-0.02518539195
1983-08-31,0.002516411682,0.002516411682,0.003775067743,0.002516411682,0.003528017209
1983-09-30,0.01671522781,0.01671522781,0.01445667135,0.01671522781,0.0148998953
1983-10-31,-0.02678114553,-0.02678114553,-0.01826864717,-0.02678114553,-0.01993949065
1983-11-30,0.02861423568,0.02861423568,0.02325869519,0.02861423568,0.02430967791
1983-12-31,-0.01048250449,-0.01048250449,-0.006079697719,-0.01048250449,-0.006943885958
1984-01-31,-0.01168240444,-0.01168240444,-0.006908234367,-0.01168240444,-0.007845314244
1984-02-29,-0.04067998667,-0.04115964667,-0.02885004174,-0.04067998667,-0.03117203764
1984-03-31,0.01371547792,0.0073,0.01212586114,0.01371547792,0.01243781094
1984-04-30,0.002916378333,0.0081,0.004199801856,0.002916378333,0.003947889935
1984-05-31,-0.05207903623,0.0078,-0.0372534628,-0.05255299671,-0.04016344429
1984-06-30,0.02551449414,0.0075,0.0210508918,0.0075,0.02192683867
1984-07-31,-0.01908178749,0.0082,-0.01232703376,0.0082,-0.01365286499
1984-08-31,0.1109073742,0.0083,0.08548348434,0.0083,0.09047272287
1984-09-30,0.0005165784249,0.008095952024,0.002517969357,0.008095952024,0.002125133923
1984-10-31,0.001516495053,0.001516495053,0.003616943448,0.001516495053,0.003204664896
1984-11-30,-0.01048250449,-0.01048250449,-0.006079697719,-0.01048250449,-0.006943885958
1984-12-31,0.02471456083,0.02471456083,0.02017660846,0.02471456083,0.02106714594
1985-01-31,0.08610944182,0.08610944182,0.06638394259,0.08610944182,0.07025491675
1985-02-28,0.01791512776,0.01791512776,0.01491326092,0.01791512776,0.01550235369
1985-03-31,-0.002183196472,-0.002183196472,-0.0001075836585,-0.002183196472,-0.0005149874524
1985-04-30,-0.00248317146,-0.00248317146,-8.569517257e-05,-0.00248317146,-0.0005562747187
1985-05-31,0.05721185126,0.05721185126,0.0446713283,0.05721185126,0.04713230735
1985-06-30,0.01811511109,0.01811511109,0.01498935919,0.01811511109,0.01560276342
1985-07-31,-0.001083288181,-0.001083288181,0.0007199960824,-0.001083288181,0.0003660452658
1985-08-31,-0.004682988043,-0.004682988043,-0.002161761142,-0.004682988043,-0.002656630608
1985-09-30,-0.03918011172,-0.03918011172,-0.02799387517,-0.03918011172,-0.03018952321
1985-10-31,0.04641275167,0.04641275167,0.03652323437,0.04641275167,0.0384639744
1985-11-30,0.07061073408,0.07061073408,0.05462636832,0.07061073408,0.05776317445
1985-12-31,0.04521285172,0.04521285172,0.03562064369,0.04521285172,0.03750303911
1986-01-31,0.01201561965,0.01201561965,0.01042596775,0.01201561965,0.01073792444
1986-02-28,0.07661023385,0.07661023385,0.058941099,0.07661023385,0.06240852782
1986-03-31,0.05501203468,0.05501203468,0.04286791169,0.05501203468,0.04525110036
1986-04-30,-0.007682737928,-0.007682737928,-0.004493074414,-0.007682737928,-0.005119145428
1986-05-31,0.05101236816,0.05101236816,0.03958671987,0.05101236816,0.04182891353
1986-06-30,0.01571531118,0.01571531118,0.01310984432,0.01571531118,0.01362114671
1986-07-31,-0.05917844429,-0.05917844429,-0.04323885319,-0.05917844429,-0.04636749542
1986-08-31,0.06521118429,0.06521118429,0.0501930427,0.06521118429,0.05314023493
1986-09-30,-0.08147658511,-0.08147658511,-0.06018946601,-0.08147658511,-0.0643677275
1986-10-31,0.0509123765,0.05038692031,0.03943717047,0.0509123765,0.04168908944
1986-11-30,0.01551532785,0.00339830085,0.01263730063,0.01551532785,0.01320209085
1986-12-31,-0.02778106216,-0.02778106216,-0.01968949093,-0.02778106216,-0.02127771432
1987-01-31,0.1286058985,0.1280415956,0.09778080543,0.1286058985,0.1038299876
1987-02-28,0.04801261828,0.00379810095,0.03718157615,0.04801261828,0.03930708302
1987-03-31,0.02091487765,0.02091487765,0.01689718139,0.02091487765,0.01768562269
1987-04-30,-0.01658199592,-0.01658199592,-0.0113870205,-0.01658199592,-0.01240669656
1987-05-31,0.004816219927,0.004816219927,0.004564422591,0.004816219927,0.004613835839
1987-06-30,0.04381296844,0.04381296844,0.03414639797,0.04381296844,0.03604338644
1987-07-31,0.04291304347,0.04291304347,0.03341989929,0.04291304347,0.03528285421
1987-08-31,0.03981330192,0.03981330192,0.03111298454,0.03981330192,0.03282035344
1987-09-30,-0.02138159574,-0.02138159574,-0.01497351835,-0.02138159574,-0.01623130353
1987-10-31,-0.2259645379,-0.2259645379,-0.1685319621,-0.2259645379,-0.1798048975
1987-11-30,-0.07417719372,-0.07464010512,-0.05494493796,-0.07417719372,-0.05871986839
1987-12-31,0.07201061736,0.0039,0.05513427833,0.07147461205,0.0584461272
1988-01-31,0.04491287673,0.0029,0.03450299382,0.0023988006,0.03654585151
1988-02-29,0.05221226812,0.0046,0.04041497703,0.05168616198,0.04273010267
1988-03-31,-0.01828185419,0.0044,-0.01266600738,0.0044,-0.01376829258
