,market_proxy,market_sma10_rf_5bps,market_absolute12_rf_5bps,market_sma10_delay2_volNone,market_sma10_delay1_vol0.1,market_absolute12_delay2_volNone,market_absolute12_delay1_vol0.1,long_momentum_drag0.015,long_losers_diagnostic_drag0.015,small_momentum_diagnostic_drag0.015,long_quality_drag0.005,low_quality_diagnostic_drag0.005,long_value_drag0.005,joint_value_quality_drag0.005,SPY_hold,SPY_sma210_rf_5bps,SPY_absolute252_rf_5bps,SPY_dual_volNone_delay1,SPY_sma_vol0.1_delay1,SPY_sma_volNone_delay2,SPY_AGG_hold,SPY_AGG_sma210_rf_5bps,SPY_AGG_absolute252_rf_5bps,SPY_AGG_dual_volNone_delay1,SPY_AGG_sma_vol0.1_delay1,SPY_AGG_sma_volNone_delay2,stocks_equal_weight,stocks_mom252_n20_monthly_liq5e+07_15bps,stocks_buffer1.5,stocks_sector30,stocks_delay2,mix_trend_momentum,mix_momentum_quality,mix_trend_momentum_quality,mix_trend_momentum_value
1967-11-30,0.007216019835,0.007216019835,0.007216019835,0.007216019835,0.006846004914,0.007216019835,0.006846004914,0.01841652704,0.004434148523,0.00693100183,0.005106067617,-0.0002157089494,-0.001688093788,0.008549129109,,,,,,,,,,,,,,,,,,0.01281347331,0.01175796972,0.01024348139,0.007978006016
1967-12-31,0.03371381049,0.03371381049,0.03371381049,0.03371381049,0.02861479541,0.03371381049,0.02861479541,0.02960242986,0.02460872325,0.1110997218,0.02209496967,0.0230575675,0.03899790764,0.05734974026,,,,,,,,,,,,,,,,,,0.03165709233,0.0258468229,0.0284682782,0.03410308493
1968-01-31,-0.03638034516,-0.03638034516,-0.03638034516,-0.03638034516,-0.02942704969,-0.03638034516,-0.02942704969,-0.07636402451,-0.01204508331,0.001238176289,-0.06869909665,-0.009588792884,-0.01466867052,0.04043280814,,,,,,,,,,,,,,,,,,-0.05638218076,-0.07253347681,-0.06048918905,-0.04248231107
1968-02-29,-0.03358057861,-0.03358057861,-0.03358057861,-0.03358057861,-0.02722912674,-0.03358057861,-0.02722912674,-0.05319322581,-0.02672658075,-0.0769632693,-0.03005724118,-0.02991430091,-0.03286206933,-0.04638866793,,,,,,,,,,,,,,,,,,-0.04339180537,-0.0416310175,-0.03894843172,-0.03988306278
1968-03-31,0.005816136556,0.005313228487,0.005816136556,0.005816136556,0.005159594298,0.005816136556,0.005578217004,0.04538254276,-0.006651880162,-0.004754271649,0.02468588719,-0.003282427677,0.003264836882,-0.02628906553,,,,,,,,,,,,,,,,,,0.0253378683,0.03502904081,0.02512046771,0.01797773749
1968-04-30,0.09440874984,0.0043,0.09440874984,0.09386154546,0.0043,0.09440874984,0.0793049521,0.1266800865,0.07075057237,0.1713238236,0.1083109487,0.06207026803,0.1193553344,0.1522985707,,,,,,,,,,,,,,,,,,0.06545944821,0.1174909253,0.07973852383,0.08341875857
1968-05-31,0.0272143524,0.003998001,0.0272143524,0.0045,0.00414417634,0.0272143524,0.02441571631,0.04718027715,0.006531505301,0.109701484,0.02490879406,0.0107617047,0.04919464745,0.0576308728,,,,,,,,,,,,,,,,,,0.0255783435,0.03603896773,0.02535508476,0.03344782198
1968-06-30,0.01121568635,0.01121568635,0.01121568635,0.00379810095,0.00917528113,0.01121568635,0.00917528113,-0.004754271649,0.02740519895,0.001837421083,-0.005212621244,0.02448597071,-0.004809789547,0.006539968535,,,,,,,,,,,,,,,,,,0.003226714861,-0.004983561034,0.0004126646782,0.0005469866697
1968-07-31,-0.02218152904,-0.02218152904,-0.02218152904,-0.02218152904,-0.01575199817,-0.02218152904,-0.01575199817,-0.04380505738,-0.01833715364,-0.03201990977,-0.0433276968,-0.003597296125,0.002648094556,-0.019428182,,,,,,,,,,,,,,,,,,-0.03299869909,-0.04356649643,-0.03644284659,-0.02112075093
1968-08-31,0.01761515277,0.01761515277,0.01761515277,0.01761515277,0.01446339742,0.01761515277,0.01446339742,0.01781728225,0.01152521192,0.0519742355,0.01023192604,0.02469188468,0.02247481097,0.01485574421,,,,,,,,,,,,,,,,,,0.01771616698,0.01402270781,0.01521979051,0.01930135787
