name,family,dataset,scenario,benchmark,parameter,timing,data_quality,tradable_holdings_known,period,start,end,observations,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,beta,correlation,excess_cagr,annualized_mean_excess_vs_benchmark,monthly_positive_rate,worst_year,worst_year_return,best_year,best_year_return,annual_traded_notional,annual_one_way_equivalent_turnover,annual_transaction_cost_fraction,mean_invested_fraction,mean_holdings,completed_holding_spells,censored_open_spells,left_censored_spells,mean_completed_holding_months,assumed_annual_internal_drag
market_sma6_zero_5bps,trend,French monthly,5bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,pre2000,1964-01-31,1999-12-31,432,0.0793403267,0.126407742,0.179615762,0.253398716,-0.299403735,0.264994445,0.67316722,0.8107501,-0.0452191342,-0.0450195582,0.458333333,1969,-0.173570107,1989,0.287285629,2.27720862,1.13860431,0.00114697419,0.729166667,0.729166667,40,1,1,7.375,
market_sma6_zero_5bps,trend,French monthly,5bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2000_2007,2000-01-31,2007-12-31,96,0.0208377772,0.0909867084,-0.0780545065,-0.10669281,-0.217695759,0.0957197204,0.405262599,0.633251569,0.000794638619,-0.00539651152,0.354166667,2000,-0.114700178,2003,0.151112586,2.62437531,1.31218766,0.00130955555,0.614583333,0.614583333,10,0,1,5.5,
market_sma6_zero_5bps,trend,French monthly,5bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2008_2009,2008-01-31,2009-12-31,24,0.105474088,0.0779046939,1.20671419,4.96464898,-0.0253812623,4.15558876,0.138567753,0.413201465,0.203725394,0.178253874,0.25,2008,-0.00707629174,2009,0.230782334,1.49950025,0.749750125,0.000748229407,0.375,0.375,1,1,0,1,
market_sma6_zero_5bps,trend,French monthly,5bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2010_2019,2010-01-31,2019-12-31,120,0.0946894324,0.102491585,0.886326585,1.40626313,-0.161903964,0.584849376,0.608006742,0.767542308,-0.0401814514,-0.039457335,0.566666667,2015,-0.0674140185,2013,0.350178317,1.79955022,0.899775112,0.000903982241,0.816666667,0.816666667,8,1,1,10.875,
market_sma6_zero_5bps,trend,French monthly,5bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2020_onward,2020-01-31,2026-07-31,79,0.0908320186,0.13453495,0.510543385,0.802863433,-0.203090587,0.447248787,0.567751203,0.743163075,-0.058175787,-0.0588340751,0.46835443,2022,-0.0840648112,2021,0.256103364,2.1260509,1.06302545,0.001066877,0.746835443,0.746835443,6,1,1,9,
market_sma6_zero_5bps,trend,French monthly,5bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,dotcom,2000-01-31,2002-12-31,36,-0.0582975638,0.104928922,-0.867792569,-1.0110508,-0.197014017,-0.295905665,0.281798465,0.519656611,0.0902657241,0.086678569,0.111111111,2000,-0.114700178,2001,-0.000499750125,2.66600033,1.33300017,0.00131999567,0.361111111,0.361111111,3,1,1,2.66666667,
market_sma6_zero_5bps,trend,French monthly,5bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,gfc,2008-01-31,2008-12-31,12,-0.00707629174,0.00655332314,-3.20757091,-2.40820939,-0.00707629174,-1,-0.00553761496,-0.129710366,0.360117932,0.418585471,0,2008,-0.00707629174,2008,-0.00707629174,1.99950025,0.999750125,0.000996708689,0.0833333333,0.0833333333,1,0,0,1,
market_sma6_zero_5bps,trend,French monthly,5bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,rebound2009,2009-01-31,2009-12-31,12,0.230782334,0.102095288,2.08873503,8.39782783,-0.0253812623,9.09262636,0.186698296,0.405933205,-0.0542102135,-0.0620777233,0.5,2009,0.230782334,2009,0.230782334,0.99950025,0.499750125,0.000499750125,0.666666667,0.666666667,0,1,0,,
market_sma6_zero_5bps,trend,French monthly,5bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,covid2020,2020-01-31,2020-12-31,12,0.00781063486,0.239688295,0.124222538,0.183982234,-0.203090587,0.0384588719,0.748479593,0.858717477,-0.231610633,-0.217065308,0.416666667,2020,0.00781063486,2020,0.00781063486,1.99950025,0.999750125,0.000933463963,0.75,0.75,0,1,1,,
market_sma6_zero_5bps,trend,French monthly,5bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,inflation2022,2022-01-31,2022-12-31,12,-0.0840648112,0.0638812043,-1.59717577,-1.50299708,-0.0840648112,-1,0.0557983838,0.218272192,0.115903961,0.11073616,0,2022,-0.0840648112,2022,-0.0840648112,1.99950025,0.999750125,0.00098830939,0.166666667,0.166666667,0,1,1,,
